vcestil,vcmater,vccolor,estilo-mat-col,programa,asignado,fpespunte,qfpespu,fmontado,qfmonta,totpares
40074,CH,NE,40074CHNE,11/05/2016,10,  -   -,0,22/06/2016,9,92
40074,CH,P_,40074CHP_,11/05/2016,10,  -   -,0,22/06/2016,9,16
16053,SK,BL,16053SKBL,13/05/2016,10,  -   -,0,22/06/2016,9,221
16053,SK,NE,16053SKNE,13/05/2016,10,  -   -,0,22/06/2016,9,200
16053,VB,TU,16053VBTU,13/05/2016,10,  -   -,0,22/06/2016,9,21
17012,SC,N_,17012SCN_,13/05/2016,10,  -   -,0,22/06/2016,9,60
17012,SH,PL,17012SHPL,13/05/2016,10,  -   -,0,22/06/2016,9,88
17012,VX,NE,17012VXNE,13/05/2016,10,  -   -,0,22/06/2016,9,128
17011,IN,OS,17011INOS,16/05/2016,10,  -   -,0,29/06/2016,9,76
17011,IN,PL,17011INPL,16/05/2016,10,  -   -,0,22/06/2016,9,132
17011,P1,BL,17011P1BL,16/05/2016,10,  -   -,0,29/06/2016,9,344
17011,P1,NE,17011P1NE,16/05/2016,10,  -   -,0,29/06/2016,9,344
17011,VB,BN,17011VBBN,16/05/2016,10,  -   -,0,29/06/2016,9,16
20081,GL,NE,20081GLNE,17/05/2016,10,  -   -,0,05/07/2016,9,8
20081,GL,OS,20081GLOS,17/05/2016,10,  -   -,0,05/07/2016,9,8
40071,CM,NE,40071CMNE,17/05/2016,10,  -   -,0,05/07/2016,9,12
40071,SM,PA,40071SMPA,17/05/2016,10,  -   -,0,05/07/2016,9,160
40071,TR,OS,40071TROS,17/05/2016,10,  -   -,0,29/06/2016,9,131
40071,TR,PL,40071TRPL,17/05/2016,10,  -   -,0,29/06/2016,9,8
40071,VP,NE,40071VPNE,17/05/2016,10,  -   -,0,29/06/2016,9,24
40074,CH,AM,40074CHAM,17/05/2016,10,  -   -,0,29/06/2016,9,253
40074,CH,G3,40074CHG3,17/05/2016,10,  -   -,0,29/06/2016,9,60
40074,CH,HP,40074CHHP,17/05/2016,10,  -   -,0,29/06/2016,9,90
40074,CH,M_,40074CHM_,17/05/2016,10,  -   -,0,29/06/2016,9,8
40074,CH,NE,40074CHNE,17/05/2016,10,  -   -,0,05/07/2016,9,116
16052,VB,PL,16052VBPL,26/05/2016,10,  -   -,0,01/07/2016,9,723
16053,SK,BL,16053SKBL,26/05/2016,10,  -   -,0,01/07/2016,9,81
16053,SK,NE,16053SKNE,26/05/2016,10,  -   -,0,01/07/2016,9,50
16053,VB,TU,16053VBTU,26/05/2016,10,  -   -,0,01/07/2016,9,26
17011,P1,BL,17011P1BL,27/05/2016,10,  -   -,0,01/07/2016,9,359
17011,P1,NE,17011P1NE,27/05/2016,10,  -   -,0,05/07/2016,9,387
17011,IN,OS,17011INOS,30/05/2016,10,  -   -,0,05/07/2016,9,43
17011,IN,PL,17011INPL,30/05/2016,10,  -   -,0,05/07/2016,9,118
17011,VB,BN,17011VBBN,30/05/2016,10,  -   -,0,07/07/2016,9,18
17012,SC,N_,17012SCN_,30/05/2016,10,  -   -,0,05/07/2016,9,30
17012,SH,PL,17012SHPL,30/05/2016,10,  -   -,0,07/07/2016,9,103
17012,VX,NE,17012VXNE,30/05/2016,10,  -   -,0,05/07/2016,9,143
20081,GL,OS,20081GLOS,30/05/2016,10,  -   -,0,07/07/2016,9,24
20081,GL,PL,20081GLPL,30/05/2016,10,  -   -,0,07/07/2016,9,24
16051,LE,PL,16051LEPL,31/05/2016,30,  -   -,0,10/06/2016,9,98
40071,TR,OS,40071TROS,31/05/2016,10,  -   -,0,07/07/2016,9,213
40071,VP,NE,40071VPNE,31/05/2016,10,  -   -,0,07/07/2016,9,12
40074,CH,NE,40074CHNE,31/05/2016,10,  -   -,0,06/07/2016,9,966
40074,CH,HP,40074CHHP,01/06/2016,10,  -   -,0,07/07/2016,9,39
40074,CH,M_,40074CHM_,01/06/2016,10,  -   -,0,07/07/2016,9,12
40074,CH,NE,40074CHNE,01/06/2016,10,  -   -,0,07/07/2016,9,896
17011,IN,OS,17011INOS,06/06/2016,10,  -   -,0,15/07/2016,9,34
17011,IN,PL,17011INPL,06/06/2016,10,  -   -,0,15/07/2016,9,22
17011,P1,BL,17011P1BL,06/06/2016,10,  -   -,0,15/07/2016,9,57
17011,P1,NE,17011P1NE,06/06/2016,10,  -   -,0,15/07/2016,9,319
17012,SH,PL,17012SHPL,06/06/2016,10,  -   -,0,13/07/2016,9,192
17012,VX,NE,17012VXNE,06/06/2016,10,  -   -,0,13/07/2016,9,33
40074,CH,HP,40074CHHP,06/06/2016,10,  -   -,0,13/07/2016,9,37
40074,CH,NE,40074CHNE,06/06/2016,10,  -   -,0,15/07/2016,9,111
16051,VB,M1,16051VBM1,08/06/2016,30,  -   -,0,14/06/2016,9,91
16051,VB,P7,16051VBP7,08/06/2016,30,  -   -,0,14/06/2016,9,66
40074,CH,M_,40074CHM_,08/06/2016,30,  -   -,0,14/06/2016,9,65
16052,NA,BL,16052NABL,10/06/2016,10,  -   -,0,13/07/2016,9,53
16052,VB,OS,16052VBOS,10/06/2016,10,  -   -,0,15/07/2016,9,37
16052,VB,SG,16052VBSG,10/06/2016,10,  -   -,0,15/07/2016,9,560
16053,SK,BL,16053SKBL,10/06/2016,10,  -   -,0,13/07/2016,9,69
16053,SK,NE,16053SKNE,10/06/2016,10,  -   -,0,13/07/2016,9,16
17011,IN,OS,17011INOS,13/06/2016,10,  -   -,0,15/07/2016,9,140
17011,P1,AL,17011P1AL,13/06/2016,10,  -   -,0,15/07/2016,9,159
17011,P1,BL,17011P1BL,13/06/2016,10,  -   -,0,15/07/2016,9,207
17011,P1,NE,17011P1NE,13/06/2016,10,  -   -,0,15/07/2016,9,293
17011,IN,PL,17011INPL,14/06/2016,10,  -   -,0,15/07/2016,9,203
17011,VB,NB,17011VBNB,14/06/2016,10,  -   -,0,15/07/2016,9,13
17012,SH,PL,17012SHPL,14/06/2016,10,  -   -,0,04/08/2016,9,25
17012,VX,NE,17012VXNE,14/06/2016,10,  -   -,0,15/07/2016,9,55
40071,NM,OS,40071NMOS,14/06/2016,10,  -   -,0,20/07/2016,9,30
40071,RP,NE,40071RPNE,14/06/2016,10,  -   -,0,20/07/2016,9,96
40071,TR,OS,40071TROS,14/06/2016,10,  -   -,0,04/08/2016,9,64
40071,VB,GR,40071VBGR,14/06/2016,10,  -   -,0,29/07/2016,9,13
40071,VB,M1,40071VBM1,14/06/2016,10,  -   -,0,29/07/2016,9,96
40074,CH,HP,40074CHHP,15/06/2016,10,  -   -,0,20/07/2016,9,26
40074,CH,NE,40074CHNE,15/06/2016,10,  -   -,0,20/07/2016,9,562
40074,NA,VI,40074NAVI,15/06/2016,10,  -   -,0,20/07/2016,9,16
40074,VB,GR,40074VBGR,15/06/2016,10,  -   -,0,20/07/2016,9,106
40074,VB,M1,40074VBM1,15/06/2016,10,  -   -,0,20/07/2016,9,12
40074,VB,NV,40074VBNV,15/06/2016,10,  -   -,0,20/07/2016,9,247
17011,IN,PL,17011INPL,20/06/2016,10,  -   -,0,23/07/2016,9,13
17011,P1,BL,17011P1BL,20/06/2016,10,  -   -,0,23/07/2016,9,118
17011,P1,NE,17011P1NE,20/06/2016,10,  -   -,0,23/07/2016,9,133
17011,VB,NB,17011VBNB,20/06/2016,10,  -   -,0,23/07/2016,9,263
40074,CH,HP,40074CHHP,20/06/2016,10,  -   -,0,23/07/2016,9,14
40074,CH,NE,40074CHNE,20/06/2016,10,  -   -,0,23/07/2016,9,14
40074,VB,NV,40074VBNV,20/06/2016,10,  -   -,0,23/07/2016,9,12
16051,EC,SO,16051ECSO,29/06/2016,30,  -   -,0,13/07/2016,9,18
16051,LE,NE,16051LENE,29/06/2016,30,  -   -,0,13/07/2016,9,18
16051,LE,PL,16051LEPL,29/06/2016,30,  -   -,0,15/07/2016,9,18
16051,RB,NE,16051RBNE,29/06/2016,30,  -   -,0,15/07/2016,9,18
16051,RB,OS,16051RBOS,29/06/2016,30,  -   -,0,15/07/2016,9,18
16051,VB,M1,16051VBM1,29/06/2016,30,  -   -,0,15/07/2016,9,18
16051,VB,N5,16051VBN5,29/06/2016,30,  -   -,0,15/07/2016,9,18
16051,VB,P7,16051VBP7,29/06/2016,30,  -   -,0,15/07/2016,9,18
16051,VB,UP,16051VBUP,29/06/2016,30,  -   -,0,15/07/2016,9,154
16052,DU,IC,16052DUIC,29/06/2016,30,  -   -,0,13/07/2016,9,58
16052,VB,OS,16052VBOS,29/06/2016,30,  -   -,0,15/07/2016,9,55
16052,VB,PL,16052VBPL,29/06/2016,30,  -   -,0,15/07/2016,9,56
16052,VB,SG,16052VBSG,29/06/2016,30,  -   -,0,13/07/2016,9,18
17011,P1,BL,17011P1BL,29/06/2016,30,  -   -,0,15/07/2016,9,18
17011,P1,NE,17011P1NE,29/06/2016,30,  -   -,0,15/07/2016,9,18
20081,GL,OS,20081GLOS,29/06/2016,30,  -   -,0,15/07/2016,9,17
40071,CM,NE,40071CMNE,29/06/2016,30,  -   -,0,13/07/2016,9,18
40071,TR,OS,40071TROS,29/06/2016,30,  -   -,0,15/07/2016,9,18
40071,TR,PL,40071TRPL,29/06/2016,30,  -   -,0,15/07/2016,9,18
40071,VP,NE,40071VPNE,29/06/2016,30,  -   -,0,15/07/2016,9,18
40074,CH,AM,40074CHAM,29/06/2016,30,  -   -,0,13/07/2016,9,18
40074,CH,M_,40074CHM_,29/06/2016,30,  -   -,0,13/07/2016,9,18
40074,CH,NE,40074CHNE,29/06/2016,30,  -   -,0,13/07/2016,9,18
17011,IN,OS,17011INOS,30/06/2016,10,  -   -,0,23/07/2016,9,64
17011,IN,PL,17011INPL,30/06/2016,10,  -   -,0,23/07/2016,9,95
17011,P1,BL,17011P1BL,30/06/2016,10,  -   -,0,23/07/2016,9,45
17011,P1,NE,17011P1NE,30/06/2016,10,  -   -,0,23/07/2016,9,526
17011,VB,BN,17011VBBN,30/06/2016,10,  -   -,0,23/07/2016,9,478
17012,SC,N_,17012SCN_,30/06/2016,10,  -   -,0,23/07/2016,9,64
17012,VX,NE,17012VXNE,30/06/2016,10,  -   -,0,28/07/2016,9,89
16053,SK,BL,16053SKBL,01/07/2016,10,  -   -,0,28/07/2016,9,26
16053,SK,NE,16053SKNE,01/07/2016,10,  -   -,0,28/07/2016,9,26
20081,GL,NE,20081GLNE,01/07/2016,10,  -   -,0,29/07/2016,9,24
20081,GL,OS,20081GLOS,01/07/2016,10,  -   -,0,29/07/2016,9,30
20081,GL,PL,20081GLPL,01/07/2016,10,  -   -,0,29/07/2016,9,14
40071,TR,OS,40071TROS,01/07/2016,10,  -   -,0,01/08/2016,9,52
40074,CH,HP,40074CHHP,01/07/2016,10,  -   -,0,28/07/2016,9,24
40074,CH,NE,40074CHNE,01/07/2016,10,  -   -,0,28/07/2016,9,138
40074,CH,P_,40074CHP_,01/07/2016,10,  -   -,0,28/07/2016,9,24
40074,NA,VI,40074NAVI,01/07/2016,10,  -   -,0,28/07/2016,9,13
40074,NB,NE,40074NBNE,01/07/2016,10,  -   -,0,28/07/2016,9,42
16052,VB,OS,16052VBOS,05/07/2016,30,  -   -,0,15/07/2016,9,75
16052,VB,PL,16052VBPL,05/07/2016,30,  -   -,0,15/07/2016,9,72
40076,RP,NE,40076RPNE,11/07/2016,6,  -   -,0,13/09/2016,9,71
40076,VB,PL,40076VBPL,11/07/2016,6,  -   -,0,13/09/2016,9,73
16052,VB,OS,16052VBOS,12/07/2016,30,  -   -,0,20/07/2016,9,93
16052,VB,PL,16052VBPL,12/07/2016,30,  -   -,0,20/07/2016,9,41
40074,CH,AM,40074CHAM,13/07/2016,10,  -   -,0,29/07/2016,9,164
40074,CH,M_,40074CHM_,13/07/2016,10,  -   -,0,29/07/2016,9,151
40074,CH,NE,40074CHNE,13/07/2016,10,  -   -,0,29/07/2016,9,570
40074,NB,NE,40074NBNE,13/07/2016,10,  -   -,0,29/07/2016,9,12
16053,SK,BL,16053SKBL,14/07/2016,10,  -   -,0,29/07/2016,9,13
16053,SK,NE,16053SKNE,14/07/2016,10,  -   -,0,29/07/2016,9,13
16053,VB,TU,16053VBTU,14/07/2016,10,  -   -,0,29/07/2016,9,13
17011,IN,OS,17011INOS,14/07/2016,10,  -   -,0,29/07/2016,9,13
17011,P1,NE,17011P1NE,14/07/2016,10,  -   -,0,29/07/2016,9,19
17011,VB,BN,17011VBBN,14/07/2016,10,  -   -,0,29/07/2016,9,19
17012,SH,PL,17012SHPL,14/07/2016,10,  -   -,0,29/07/2016,9,13
20081,GL,NE,20081GLNE,14/07/2016,10,  -   -,0,03/08/2016,9,14
20081,GL,OS,20081GLOS,14/07/2016,10,  -   -,0,03/08/2016,9,21
40071,CM,NE,40071CMNE,14/07/2016,10,  -   -,0,29/07/2016,9,13
40071,RP,NE,40071RPNE,14/07/2016,10,  -   -,0,29/07/2016,9,13
40071,SM,GR,40071SMGR,14/07/2016,10,  -   -,0,29/07/2016,9,13
40071,TR,OS,40071TROS,14/07/2016,10,  -   -,0,29/07/2016,9,250
40071,VB,M1,40071VBM1,14/07/2016,10,  -   -,0,29/07/2016,9,13
16051,AO,NE,16051AONE,15/07/2016,10,  -   -,0,10/08/2016,9,167
16051,DU,VI,16051DUVI,15/07/2016,10,  -   -,0,03/08/2016,9,106
16051,EC,NE,16051ECNE,15/07/2016,10,  -   -,0,03/08/2016,9,61
16051,EC,SO,16051ECSO,15/07/2016,10,  -   -,0,03/08/2016,9,30
16051,LE,NE,16051LENE,15/07/2016,10,  -   -,0,03/08/2016,9,30
16051,LE,PL,16051LEPL,15/07/2016,10,  -   -,0,03/08/2016,9,16
16051,RB,NE,16051RBNE,15/07/2016,10,  -   -,0,03/08/2016,9,274
16051,VB,M1,16051VBM1,15/07/2016,10,  -   -,0,03/08/2016,9,402
16051,VB,OM,16051VBOM,15/07/2016,10,  -   -,0,03/08/2016,9,13
16051,VB,P7,16051VBP7,15/07/2016,10,  -   -,0,03/08/2016,9,37
16051,VB,UP,16051VBUP,15/07/2016,10,  -   -,0,03/08/2016,9,13
16052,DU,IC,16052DUIC,18/07/2016,10,  -   -,0,03/08/2016,9,303
16052,VB,OS,16052VBOS,18/07/2016,10,  -   -,0,03/08/2016,9,74
16052,VB,PL,16052VBPL,18/07/2016,10,  -   -,0,03/08/2016,9,166
16052,VB,SG,16052VBSG,18/07/2016,10,  -   -,0,03/08/2016,9,114
16051,LE,PL,16051LEPL,19/07/2016,30,  -   -,0,29/07/2016,9,71
16051,RB,OS,16051RBOS,19/07/2016,30,  -   -,0,29/07/2016,9,50
16051,VB,N5,16051VBN5,19/07/2016,30,  -   -,0,01/08/2016,9,90
17012,SC,N_,17012SCN_,19/07/2016,30,  -   -,0,29/07/2016,9,132
20081,GL,NE,20081GLNE,19/07/2016,30,  -   -,0,29/07/2016,9,48
17011,P1,NE,17011P1NE,20/07/2016,10,  -   -,0,09/08/2016,9,883
17011,IN,PL,17011INPL,21/07/2016,10,  -   -,0,09/08/2016,9,12
17011,P1,AL,17011P1AL,21/07/2016,10,  -   -,0,09/08/2016,9,12
17011,P1,BL,17011P1BL,21/07/2016,10,  -   -,0,09/08/2016,9,648
17011,VB,BN,17011VBBN,21/07/2016,10,  -   -,0,09/08/2016,9,24
40076,RP,NE,40076RPNE,21/07/2016,3,  -   -,0,20/09/2016,9,28
16053,SK,NE,16053SKNE,22/07/2016,10,  -   -,0,16/08/2016,9,174
17012,SH,PL,17012SHPL,22/07/2016,10,  -   -,0,12/08/2016,9,202
17012,VX,NE,17012VXNE,22/07/2016,10,  -   -,0,16/08/2016,9,180
20081,GL,NE,20081GLNE,22/07/2016,10,  -   -,0,19/08/2016,9,28
20081,GL,OS,20081GLOS,22/07/2016,10,  -   -,0,19/08/2016,9,28
20081,GL,PL,20081GLPL,22/07/2016,10,  -   -,0,19/08/2016,9,28
40074,CH,G3,40074CHG3,22/07/2016,10,  -   -,0,12/08/2016,9,35
40074,CH,HP,40074CHHP,22/07/2016,10,  -   -,0,12/08/2016,9,198
40074,CH,NE,40074CHNE,22/07/2016,10,  -   -,0,12/08/2016,9,12
40074,NA,VI,40074NAVI,22/07/2016,10,  -   -,0,16/08/2016,9,12
40074,NB,NE,40074NBNE,22/07/2016,10,  -   -,0,12/08/2016,9,46
40074,VB,GR,40074VBGR,22/07/2016,10,  -   -,0,12/08/2016,9,12
40074,VB,M1,40074VBM1,22/07/2016,10,  -   -,0,12/08/2016,9,126
40074,VB,NV,40074VBNV,22/07/2016,10,  -   -,0,12/08/2016,9,10
16051,LE,NE,16051LENE,26/07/2016,30,  -   -,0,05/08/2016,9,70
16051,LE,PL,16051LEPL,26/07/2016,30,  -   -,0,05/08/2016,9,50
16051,RB,NE,16051RBNE,26/07/2016,30,  -   -,0,05/08/2016,9,116
16051,RB,OS,16051RBOS,26/07/2016,30,  -   -,0,05/08/2016,9,136
16051,VB,M1,16051VBM1,26/07/2016,30,  -   -,0,05/08/2016,9,40
17011,P1,BL,17011P1BL,26/07/2016,30,  -   -,0,05/08/2016,9,27
17012,SH,PL,17012SHPL,26/07/2016,30,  -   -,0,05/08/2016,9,135
17012,VX,NE,17012VXNE,26/07/2016,30,  -   -,0,05/08/2016,9,138
17011,P1,BL,17011P1BL,29/07/2016,10,  -   -,0,12/08/2016,9,332
17011,P1,NE,17011P1NE,29/07/2016,10,  -   -,0,16/08/2016,9,362
17011,VB,BN,17011VBBN,29/07/2016,10,  -   -,0,12/08/2016,9,12
17011,IN,OS,17011INOS,01/08/2016,10,  -   -,0,19/08/2016,9,56
17011,IN,PL,17011INPL,01/08/2016,10,  -   -,0,19/08/2016,9,190
17012,SH,PL,17012SHPL,01/08/2016,10,  -   -,0,19/08/2016,9,206
17012,VX,NE,17012VXNE,01/08/2016,10,  -   -,0,19/08/2016,9,218
20081,GL,NE,20081GLNE,01/08/2016,10,  -   -,0,19/08/2016,9,19
16051,LE,PL,16051LEPL,02/08/2016,30,  -   -,0,16/08/2016,9,58
16051,RB,NE,16051RBNE,02/08/2016,30,  -   -,0,16/08/2016,9,82
16051,RB,OS,16051RBOS,02/08/2016,30,  -   -,0,16/08/2016,9,22
17011,P1,BL,17011P1BL,02/08/2016,30,  -   -,0,16/08/2016,9,21
40071,TR,OS,40071TROS,02/08/2016,10,  -   -,0,16/08/2016,9,241
40071,TR,PL,40071TRPL,02/08/2016,10,  -   -,0,16/08/2016,9,109
40072,KS,NE,40072KSNE,02/08/2016,10,  -   -,0,16/08/2016,9,12
40074,VB,M1,40074VBM1,02/08/2016,10,  -   -,0,16/08/2016,9,200
40074,VB,NV,40074VBNV,02/08/2016,10,  -   -,0,19/08/2016,9,230
40074,CH,AM,40074CHAM,03/08/2016,10,  -   -,0,23/08/2016,9,153
40074,CH,G3,40074CHG3,03/08/2016,10,  -   -,0,19/08/2016,9,170
40074,CH,HP,40074CHHP,03/08/2016,10,  -   -,0,19/08/2016,9,179
40074,CH,M_,40074CHM_,03/08/2016,10,  -   -,0,19/08/2016,9,152
40074,CH,NE,40074CHNE,03/08/2016,10,  -   -,0,23/08/2016,9,110
40071,RP,NE,40071RPNE,05/08/2016,10,  -   -,0,23/08/2016,9,12
40071,TR,OS,40071TROS,05/08/2016,10,  -   -,0,23/08/2016,9,590
40071,VB,GR,40071VBGR,05/08/2016,10,  -   -,0,23/08/2016,9,12
40074,CH,M_,40074CHM_,05/08/2016,10,  -   -,0,23/08/2016,9,14
40074,CH,NE,40074CHNE,05/08/2016,10,  -   -,0,23/08/2016,9,110
40074,NA,VI,40074NAVI,05/08/2016,10,  -   -,0,23/08/2016,9,15
40074,VB,M1,40074VBM1,05/08/2016,10,  -   -,0,23/08/2016,9,15
16052,DU,IC,16052DUIC,08/08/2016,10,  -   -,0,23/08/2016,9,62
16052,VB,OS,16052VBOS,08/08/2016,10,  -   -,0,26/08/2016,9,64
16052,VB,PL,16052VBPL,08/08/2016,10,  -   -,0,26/08/2016,9,52
16052,VB,SG,16052VBSG,08/08/2016,10,  -   -,0,26/08/2016,9,494
16053,SK,BL,16053SKBL,08/08/2016,10,  -   -,0,23/08/2016,9,48
16053,VB,TU,16053VBTU,08/08/2016,10,  -   -,0,23/08/2016,9,48
16052,VB,SG,16052VBSG,10/08/2016,10,  -   -,0,26/08/2016,9,306
17011,IN,PL,17011INPL,10/08/2016,10,  -   -,0,26/08/2016,9,8
17011,P1,BL,17011P1BL,10/08/2016,10,  -   -,0,26/08/2016,9,24
17011,P1,NE,17011P1NE,10/08/2016,10,  -   -,0,26/08/2016,9,24
17011,VB,BN,17011VBBN,10/08/2016,10,  -   -,0,26/08/2016,9,12
17011,IN,OS,17011INOS,12/08/2016,10,  -   -,0,26/08/2016,9,79
17011,P1,AL,17011P1AL,12/08/2016,10,  -   -,0,26/08/2016,9,48
17011,P1,BL,17011P1BL,12/08/2016,10,  -   -,0,26/08/2016,9,163
17011,P1,NE,17011P1NE,12/08/2016,10,  -   -,0,26/08/2016,9,96
17011,VB,BN,17011VBBN,12/08/2016,10,  -   -,0,26/08/2016,9,71
17012,SC,N_,17012SCN_,12/08/2016,10,  -   -,0,26/08/2016,9,71
17012,SH,PL,17012SHPL,12/08/2016,10,  -   -,0,26/08/2016,9,67
17012,VX,NE,17012VXNE,12/08/2016,10,  -   -,0,26/08/2016,9,16
16051,RB,OS,16051RBOS,15/08/2016,30,  -   -,0,19/08/2016,9,39
16052,DU,IC,16052DUIC,15/08/2016,10,  -   -,0,30/08/2016,9,55
16052,NA,BL,16052NABL,15/08/2016,10,  -   -,0,26/08/2016,9,13
16052,VB,OS,16052VBOS,15/08/2016,10,  -   -,0,30/08/2016,9,54
16052,VB,PL,16052VBPL,15/08/2016,10,  -   -,0,26/08/2016,9,117
16052,VB,SG,16052VBSG,15/08/2016,10,  -   -,0,30/08/2016,9,56
16053,SK,BL,16053SKBL,15/08/2016,10,  -   -,0,26/08/2016,9,114
16053,SK,NE,16053SKNE,15/08/2016,10,  -   -,0,26/08/2016,9,60
16053,VB,TU,16053VBTU,15/08/2016,10,  -   -,0,26/08/2016,9,60
17012,SH,PL,17012SHPL,15/08/2016,30,  -   -,0,19/08/2016,9,38
20081,GL,NE,20081GLNE,15/08/2016,10,  -   -,0,02/09/2016,9,36
20081,GL,OS,20081GLOS,15/08/2016,10,  -   -,0,02/09/2016,9,42
20081,GL,PL,20081GLPL,15/08/2016,10,  -   -,0,30/08/2016,9,43
40071,RP,NE,40071RPNE,15/08/2016,10,  -   -,0,30/08/2016,9,24
40071,TR,OS,40071TROS,15/08/2016,10,  -   -,0,30/08/2016,9,16
40074,CH,NE,40074CHNE,15/08/2016,10,  -   -,0,30/08/2016,9,12
40074,NA,VI,40074NAVI,15/08/2016,10,  -   -,0,30/08/2016,9,26
40074,NB,NE,40074NBNE,15/08/2016,10,  -   -,0,30/08/2016,9,14
40074,VB,GR,40074VBGR,15/08/2016,10,  -   -,0,30/08/2016,9,12
40074,VB,M1,40074VBM1,15/08/2016,10,  -   -,0,30/08/2016,9,14
40074,VB,NV,40074VBNV,15/08/2016,10,  -   -,0,30/08/2016,9,12
16052,DU,IC,16052DUIC,18/08/2016,10,  -   -,0,30/08/2016,9,12
16052,VB,OS,16052VBOS,18/08/2016,10,  -   -,0,30/08/2016,9,137
16052,VB,PL,16052VBPL,18/08/2016,10,  -   -,0,30/08/2016,9,132
16052,VB,SG,16052VBSG,18/08/2016,10,  -   -,0,30/08/2016,9,110
16053,SK,BL,16053SKBL,18/08/2016,10,  -   -,0,02/09/2016,9,28
16053,SK,NE,16053SKNE,18/08/2016,10,  -   -,0,02/09/2016,9,21
16053,VB,TU,16053VBTU,18/08/2016,10,  -   -,0,30/08/2016,9,21
40071,TR,OS,40071TROS,18/08/2016,10,  -   -,0,30/08/2016,9,15
40074,CH,NE,40074CHNE,18/08/2016,10,  -   -,0,30/08/2016,9,172
40074,CH,P_,40074CHP_,18/08/2016,10,  -   -,0,30/08/2016,9,38
16053,SK,BL,16053SKBL,19/08/2016,29,  -   -,0,06/09/2016,9,43
16053,VB,TU,16053VBTU,19/08/2016,29,  -   -,0,06/09/2016,9,519
17011,IN,OS,17011INOS,19/08/2016,10,  -   -,0,02/09/2016,9,132
17011,IN,PL,17011INPL,19/08/2016,10,  -   -,0,02/09/2016,9,12
17011,P1,BL,17011P1BL,19/08/2016,10,  -   -,0,02/09/2016,9,117
17011,P1,NE,17011P1NE,19/08/2016,10,  -   -,0,02/09/2016,9,224
17011,VB,BN,17011VBBN,19/08/2016,10,  -   -,0,02/09/2016,9,67
17012,SH,PL,17012SHPL,19/08/2016,10,  -   -,0,02/09/2016,9,60
17012,VX,NE,17012VXNE,19/08/2016,10,  -   -,0,02/09/2016,9,36
16051,AO,NE,16051AONE,22/08/2016,10,  -   -,0,02/09/2016,9,175
16051,EC,SO,16051ECSO,22/08/2016,10,  -   -,0,02/09/2016,9,15
16051,LE,PL,16051LEPL,22/08/2016,10,  -   -,0,02/09/2016,9,350
16051,RB,NE,16051RBNE,22/08/2016,10,  -   -,0,02/09/2016,9,21
16051,RB,OS,16051RBOS,22/08/2016,10,  -   -,0,02/09/2016,9,52
16051,VB,UP,16051VBUP,22/08/2016,10,  -   -,0,02/09/2016,9,33
16051,VB,M1,16051VBM1,23/08/2016,10,  -   -,0,02/09/2016,9,210
16052,DU,IC,16052DUIC,23/08/2016,10,  -   -,0,02/09/2016,9,23
16052,NA,BL,16052NABL,23/08/2016,10,  -   -,0,02/09/2016,9,12
16052,VB,OS,16052VBOS,23/08/2016,10,  -   -,0,06/09/2016,9,414
16052,VB,SG,16052VBSG,23/08/2016,10,  -   -,0,02/09/2016,9,12
16052,VB,PL,16052VBPL,24/08/2016,10,  -   -,0,12/09/2016,9,555
16053,SK,BL,16053SKBL,24/08/2016,10,  -   -,0,06/09/2016,9,57
16053,SK,NE,16053SKNE,24/08/2016,10,  -   -,0,06/09/2016,9,42
16053,VB,TU,16053VBTU,24/08/2016,10,  -   -,0,06/09/2016,9,511
17011,IN,OS,17011INOS,25/08/2016,10,  -   -,0,12/09/2016,9,55
17011,IN,PL,17011INPL,25/08/2016,10,  -   -,0,12/09/2016,9,12
17011,P1,BL,17011P1BL,25/08/2016,10,  -   -,0,12/09/2016,9,416
17011,P1,NE,17011P1NE,25/08/2016,10,  -   -,0,12/09/2016,9,85
17012,SC,N_,17012SCN_,25/08/2016,10,  -   -,0,12/09/2016,9,55
17012,SH,PL,17012SHPL,25/08/2016,10,  -   -,0,12/09/2016,9,300
17012,VX,NE,17012VXNE,25/08/2016,10,  -   -,0,12/09/2016,9,25
40076,RP,NE,40076RPNE,25/08/2016,6,  -   -,0,20/09/2016,9,107
40076,VB,PL,40076VBPL,25/08/2016,6,  -   -,0,20/09/2016,9,357
20081,GL,NE,20081GLNE,26/08/2016,10,  -   -,0,15/09/2016,9,13
20081,GL,OS,20081GLOS,26/08/2016,10,  -   -,0,15/09/2016,9,13
20081,GL,PL,20081GLPL,26/08/2016,10,  -   -,0,15/09/2016,9,13
40074,CH,M_,40074CHM_,26/08/2016,10,  -   -,0,13/09/2016,9,803
16051,AO,NE,16051AONE,29/08/2016,30,  -   -,0,20/09/2016,9,16
16051,EC,SO,16051ECSO,29/08/2016,30,  -   -,0,20/09/2016,9,406
16051,LE,NE,16051LENE,29/08/2016,30,  -   -,0,20/09/2016,9,369
16051,LE,PL,16051LEPL,29/08/2016,30,  -   -,0,20/09/2016,9,16
16051,RB,NE,16051RBNE,29/08/2016,30,  -   -,0,20/09/2016,9,16
16051,RB,OS,16051RBOS,29/08/2016,30,  -   -,0,20/09/2016,9,16
16051,VB,M1,16051VBM1,29/08/2016,30,  -   -,0,20/09/2016,9,135
16051,VB,N5,16051VBN5,29/08/2016,30,  -   -,0,20/09/2016,9,16
