vcestil,vcmater,vccolor,estilo-mat-col,programa,asignado,fpespunte,qfpespu,fmontado,qfmonta,totpares
8214,TX,NE,8214TXNE,24/06/2016,12,  -   -,0,14/07/2016,2,120
8075,TX,NE,8075TXNE,25/06/2016,15,  -   -,0,27/07/2016,2,20
8075,TX,YL,8075TXYL,25/06/2016,15,  -   -,0,27/07/2016,2,20
10300,SI,FI,10300SIFI,27/06/2016,11,  -   -,0,07/07/2016,2,500
10300,SI,YL,10300SIYL,27/06/2016,11,  -   -,0,07/07/2016,2,594
14076,TX,NE,14076TXNE,27/06/2016,12,  -   -,0,07/07/2016,2,100
14862,TX,MZ,14862TXMZ,27/06/2016,12,  -   -,0,07/07/2016,2,197
1645,TX,NE,1645TXNE,27/06/2016,14,  -   -,0,08/07/2016,2,398
1645,TX,RO,1645TXRO,27/06/2016,14,  -   -,0,08/07/2016,2,500
8053,SI,CA,8053SICA,27/06/2016,15,  -   -,0,27/07/2016,2,20
8053,SI,NE,8053SINE,27/06/2016,15,  -   -,0,27/07/2016,2,20
1603,SI,NE,1603SINE,28/06/2016,14,  -   -,0,13/07/2016,2,200
1603,TX,LE,1603TXLE,28/06/2016,14,  -   -,0,13/07/2016,2,500
60251,CH,NE,60251CHNE,28/06/2016,21,  -   -,0,13/07/2016,2,18
60251,CH,PA,60251CHPA,28/06/2016,21,  -   -,0,13/07/2016,2,32
60251,SM,NE,60251SMNE,28/06/2016,21,  -   -,0,11/07/2016,2,18
4006,PI,NE,4006PINE,29/06/2016,15,  -   -,0,09/07/2016,2,466
12647,AM,NE,12647AMNE,30/06/2016,2,  -   -,0,16/07/2016,2,60
12647,SI,AL,12647SIAL,30/06/2016,2,  -   -,0,15/07/2016,2,202
12647,SI,CM,12647SICM,30/06/2016,2,  -   -,0,20/07/2016,2,302
12647,SK,PE,12647SKPE,30/06/2016,2,  -   -,0,15/07/2016,2,63
12647,TF,NE,12647TFNE,30/06/2016,2,  -   -,0,16/07/2016,2,162
12647,VX,MK,12647VXMK,30/06/2016,2,  -   -,0,20/07/2016,2,13
12647,VX,NE,12647VXNE,30/06/2016,2,  -   -,0,15/07/2016,2,31
8041,PI,CA,8041PICA,30/06/2016,16,  -   -,0,27/07/2016,2,120
8041,PI,NE,8041PINE,30/06/2016,16,  -   -,0,27/07/2016,2,120
8044,TX,NE,8044TXNE,30/06/2016,16,  -   -,0,27/07/2016,2,120
8044,TX,YL,8044TXYL,30/06/2016,16,  -   -,0,27/07/2016,2,120
13681,CM,NE,13681CMNE,01/07/2016,4,  -   -,0,27/07/2016,2,13
13681,GA,NE,13681GANE,01/07/2016,4,  -   -,0,26/07/2016,2,167
13681,GA,VI,13681GAVI,01/07/2016,4,  -   -,0,27/07/2016,2,60
10696,AN,NE,10696ANNE,05/07/2016,25,  -   -,0,03/08/2016,2,60
10697,GX,SG,10697GXSG,05/07/2016,26,  -   -,0,03/08/2016,2,60
10697,NB,NE,10697NBNE,05/07/2016,26,  -   -,0,03/08/2016,2,60
1127,PI,MI,1127PIMI,05/07/2016,12,  -   -,0,15/07/2016,2,262
1127,PI,NE,1127PINE,05/07/2016,12,  -   -,0,14/07/2016,2,589
1645,TX,NE,1645TXNE,05/07/2016,14,  -   -,0,15/07/2016,2,600
10698,NU,NE,10698NUNE,06/07/2016,24,  -   -,0,23/07/2016,2,60
1645,TX,RO,1645TXRO,06/07/2016,14,  -   -,0,15/07/2016,2,800
8053,SI,CA,8053SICA,06/07/2016,15,  -   -,0,27/07/2016,2,120
8053,SI,NE,8053SINE,06/07/2016,15,  -   -,0,27/07/2016,2,120
10302,PI,RS,10302PIRS,11/07/2016,16,  -   -,0,21/07/2016,2,30
1127,PI,MI,1127PIMI,11/07/2016,12,  -   -,0,22/07/2016,2,449
1127,PI,NE,1127PINE,11/07/2016,12,  -   -,0,20/07/2016,2,394
1603,TX,LE,1603TXLE,11/07/2016,14,  -   -,0,20/07/2016,2,300
1645,TX,NE,1645TXNE,11/07/2016,14,  -   -,0,20/07/2016,2,200
1645,TX,RO,1645TXRO,11/07/2016,14,  -   -,0,20/07/2016,2,300
4006,PI,NE,4006PINE,11/07/2016,15,  -   -,0,22/07/2016,2,1000
11571,SM,VI,11571SMVI,12/07/2016,21,  -   -,0,22/07/2016,2,170
10673,CH,NE,10673CHNE,13/07/2016,1,  -   -,0,23/07/2016,2,38
10673,CH,PA,10673CHPA,13/07/2016,1,  -   -,0,23/07/2016,2,102
10673,CH,VI,10673CHVI,13/07/2016,1,  -   -,0,22/07/2016,2,75
10673,EP,OR,10673EPOR,13/07/2016,1,  -   -,0,23/07/2016,2,90
10673,EP,OS,10673EPOS,13/07/2016,1,  -   -,0,26/07/2016,2,596
10673,LZ,OS,10673LZOS,13/07/2016,1,  -   -,0,22/07/2016,2,18
10673,LZ,PL,10673LZPL,13/07/2016,1,  -   -,0,22/07/2016,2,18
10673,VB,TU,10673VBTU,13/07/2016,1,  -   -,0,26/07/2016,2,153
14863,TX,CV,14863TXCV,13/07/2016,12,  -   -,0,02/08/2016,2,100
8214,ME,AL,8214MEAL,13/07/2016,12,  -   -,0,29/07/2016,2,300
8214,TX,MO,8214TXMO,13/07/2016,12,  -   -,0,29/07/2016,2,200
8214,TX,NE,8214TXNE,13/07/2016,12,  -   -,0,29/07/2016,2,350
8044,TX,NE,8044TXNE,14/07/2016,16,  -   -,0,02/08/2016,2,400
8044,TX,YL,8044TXYL,14/07/2016,16,  -   -,0,02/08/2016,2,500
13681,GA,NE,13681GANE,15/07/2016,4,  -   -,0,17/08/2016,2,235
4006,SM,NN,4006SMNN,15/07/2016,15,  -   -,0,02/08/2016,2,500
8041,PI,CA,8041PICA,15/07/2016,16,  -   -,0,05/08/2016,2,300
8041,PI,NE,8041PINE,15/07/2016,16,  -   -,0,05/08/2016,2,200
90036,C7,OO,90036C7OO,15/07/2016,1,  -   -,0,30/07/2016,2,378
1603,TX,LE,1603TXLE,18/07/2016,24,  -   -,0,27/07/2016,2,300
4006,PI,NE,4006PINE,18/07/2016,25,  -   -,0,02/08/2016,2,400
8053,SI,CA,8053SICA,19/07/2016,15,  -   -,0,04/08/2016,2,350
8053,SI,NE,8053SINE,19/07/2016,15,  -   -,0,04/08/2016,2,300
14076,FR,MO,14076FRMO,20/07/2016,12,  -   -,0,04/08/2016,2,67
14863,TX,CV,14863TXCV,20/07/2016,12,  -   -,0,09/08/2016,2,100
8214,ME,AL,8214MEAL,20/07/2016,12,  -   -,0,09/08/2016,2,300
8214,TX,MO,8214TXMO,20/07/2016,12,  -   -,0,09/08/2016,2,200
8214,TX,NE,8214TXNE,20/07/2016,12,  -   -,0,09/08/2016,2,179
90115,SM,CA,90115SMCA,20/07/2016,6,  -   -,0,23/09/2016,2,168
90115,SM,NE,90115SMNE,20/07/2016,6,  -   -,0,23/09/2016,2,168
13681,CM,AL,13681CMAL,21/07/2016,3,  -   -,0,03/10/2016,2,12
13681,GA,NE,13681GANE,21/07/2016,3,  -   -,0,03/10/2016,2,24
90115,SM,NE,90115SMNE,21/07/2016,3,  -   -,0,03/10/2016,2,12
90117,CB,NE,90117CBNE,21/07/2016,3,  -   -,0,03/10/2016,2,12
4006,SM,NN,4006SMNN,22/07/2016,15,  -   -,0,09/08/2016,2,500
8044,TX,NE,8044TXNE,22/07/2016,16,  -   -,0,11/08/2016,2,400
8044,TX,YL,8044TXYL,22/07/2016,16,  -   -,0,11/08/2016,2,500
8041,PI,CA,8041PICA,25/07/2016,16,  -   -,0,12/08/2016,2,300
8041,PI,NE,8041PINE,25/07/2016,16,  -   -,0,12/08/2016,2,200
75015,CH,PA,75015CHPA,26/07/2016,21,  -   -,0,09/08/2016,2,23
75015,SM,NE,75015SMNE,26/07/2016,21,  -   -,0,11/08/2016,2,18
8053,SI,CA,8053SICA,26/07/2016,15,  -   -,0,11/08/2016,2,350
8053,SI,NE,8053SINE,26/07/2016,15,  -   -,0,11/08/2016,2,300
14863,TX,CV,14863TXCV,27/07/2016,12,  -   -,0,15/08/2016,2,100
8214,ME,AL,8214MEAL,27/07/2016,12,  -   -,0,15/08/2016,2,300
8214,TX,MO,8214TXMO,27/07/2016,12,  -   -,0,15/08/2016,2,200
8214,TX,NE,8214TXNE,27/07/2016,12,  -   -,0,15/08/2016,2,350
12647,GA,BU,12647GABU,28/07/2016,2,  -   -,0,06/08/2016,2,30
60251,CH,NE,60251CHNE,28/07/2016,1,  -   -,0,11/08/2016,2,187
60251,CH,PA,60251CHPA,28/07/2016,1,  -   -,0,09/08/2016,2,306
60251,SM,NE,60251SMNE,28/07/2016,1,  -   -,0,09/08/2016,2,19
60251,SM,PA,60251SMPA,28/07/2016,1,  -   -,0,11/08/2016,2,19
60251,VX,MK,60251VXMK,28/07/2016,1,  -   -,0,09/08/2016,2,54
60251,VX,NE,60251VXNE,28/07/2016,1,  -   -,0,09/08/2016,2,207
4006,SM,NN,4006SMNN,29/07/2016,15,  -   -,0,15/08/2016,2,500
75015,CH,BL,75015CHBL,29/07/2016,2,  -   -,0,09/08/2016,2,51
75015,CH,NE,75015CHNE,29/07/2016,2,  -   -,0,11/08/2016,2,44
75015,CH,PA,75015CHPA,29/07/2016,2,  -   -,0,11/08/2016,2,169
75015,CH,RO,75015CHRO,29/07/2016,2,  -   -,0,06/08/2016,2,18
75015,VB,BL,75015VBBL,29/07/2016,2,  -   -,0,08/08/2016,2,83
75015,VB,M_,75015VBM_,29/07/2016,2,  -   -,0,08/08/2016,2,52
75015,VB,NE,75015VBNE,29/07/2016,2,  -   -,0,11/08/2016,2,43
8044,TX,NE,8044TXNE,29/07/2016,16,  -   -,0,19/08/2016,2,400
8044,TX,YL,8044TXYL,29/07/2016,16,  -   -,0,19/08/2016,2,500
8041,PI,CA,8041PICA,01/08/2016,16,  -   -,0,24/08/2016,2,300
8041,PI,NE,8041PINE,01/08/2016,16,  -   -,0,24/08/2016,2,200
11571,SM,PA,11571SMPA,02/08/2016,21,  -   -,0,16/08/2016,2,26
8053,SI,CA,8053SICA,02/08/2016,15,  -   -,0,18/08/2016,2,350
8053,SI,NE,8053SINE,02/08/2016,15,  -   -,0,19/08/2016,2,300
8214,ME,AL,8214MEAL,03/08/2016,12,  -   -,0,23/08/2016,2,300
8214,TX,MO,8214TXMO,03/08/2016,12,  -   -,0,23/08/2016,2,200
8214,TX,NE,8214TXNE,03/08/2016,12,  -   -,0,23/08/2016,2,350
11571,SM,NE,11571SMNE,05/08/2016,1,  -   -,0,16/08/2016,2,193
11571,SM,PA,11571SMPA,05/08/2016,1,  -   -,0,17/08/2016,2,92
16051,VB,M1,16051VBM1,05/08/2016,29,  -   -,0,23/08/2016,2,11
75015,CH,NE,75015CHNE,05/08/2016,1,  -   -,0,15/08/2016,2,13
75015,CH,PA,75015CHPA,05/08/2016,1,  -   -,0,17/08/2016,2,180
75015,SI,NE,75015SINE,05/08/2016,1,  -   -,0,17/08/2016,2,35
75015,SK,PE,75015SKPE,05/08/2016,1,  -   -,0,17/08/2016,2,48
75015,SK,PL,75015SKPL,05/08/2016,1,  -   -,0,16/08/2016,2,48
75015,VB,BL,75015VBBL,05/08/2016,1,  -   -,0,15/08/2016,2,14
4006,SM,NN,4006SMNN,09/08/2016,15,  -   -,0,06/09/2016,2,500
8044,TX,NE,8044TXNE,10/08/2016,16,  -   -,0,26/08/2016,2,400
8044,TX,YL,8044TXYL,10/08/2016,16,  -   -,0,26/08/2016,2,500
8075,TX,NE,8075TXNE,10/08/2016,15,  -   -,0,15/09/2016,2,200
8075,TX,YL,8075TXYL,10/08/2016,15,  -   -,0,06/09/2016,2,200
8041,PI,CA,8041PICA,11/08/2016,16,  -   -,0,06/09/2016,2,300
8041,PI,NE,8041PINE,11/08/2016,16,  -   -,0,06/09/2016,2,200
8053,SI,CA,8053SICA,11/08/2016,15,  -   -,0,31/08/2016,2,350
8053,SI,NE,8053SINE,11/08/2016,15,  -   -,0,03/09/2016,2,300
1603,TX,LE,1603TXLE,12/08/2016,14,  -   -,0,26/08/2016,2,500
4006,PI,NE,4006PINE,12/08/2016,15,  -   -,0,26/08/2016,2,904
8062,CA,BE,8062CABE,12/08/2016,16,  -   -,0,06/09/2016,2,150
8062,CA,NE,8062CANE,12/08/2016,16,  -   -,0,07/09/2016,2,200
11002,SM,NE,11002SMNE,15/08/2016,4,  -   -,0,29/08/2016,2,484
11002,SM,PA,11002SMPA,15/08/2016,4,  -   -,0,31/08/2016,2,177
1645,TX,NE,1645TXNE,15/08/2016,14,  -   -,0,24/08/2016,2,500
1645,TX,RO,1645TXRO,15/08/2016,14,  -   -,0,24/08/2016,2,400
10697,GX,SG,10697GXSG,16/08/2016,6,  -   -,0,04/10/2016,2,751
11002,SM,PA,11002SMPA,16/08/2016,4,  -   -,0,05/09/2016,2,221
14863,TX,CV,14863TXCV,16/08/2016,12,  -   -,0,30/08/2016,2,100
8044,TX,NE,8044TXNE,16/08/2016,16,  -   -,0,02/09/2016,2,400
8044,TX,YL,8044TXYL,16/08/2016,16,  -   -,0,06/09/2016,2,500
8214,ME,AL,8214MEAL,16/08/2016,12,  -   -,0,30/08/2016,2,300
8214,TX,MO,8214TXMO,16/08/2016,12,  -   -,0,30/08/2016,2,200
8214,TX,NE,8214TXNE,16/08/2016,12,  -   -,0,30/08/2016,2,350
4006,SM,NN,4006SMNN,17/08/2016,15,  -   -,0,12/09/2016,2,500
8041,PI,CA,8041PICA,17/08/2016,16,  -   -,0,08/09/2016,2,290
8041,PI,NE,8041PINE,17/08/2016,16,  -   -,0,08/09/2016,2,200
10697,NB,NE,10697NBNE,18/08/2016,6,  -   -,0,19/10/2016,2,380
10697,SC,N_,10697SCN_,18/08/2016,6,  -   -,0,20/10/2016,2,96
8062,CA,BE,8062CABE,18/08/2016,16,  -   -,0,15/09/2016,2,150
8062,CA,NE,8062CANE,18/08/2016,16,  -   -,0,15/09/2016,2,200
8075,TX,YL,8075TXYL,18/08/2016,15,  -   -,0,15/09/2016,2,200
8053,SI,CA,8053SICA,19/08/2016,15,  -   -,0,15/09/2016,2,350
8053,SI,NE,8053SINE,19/08/2016,15,  -   -,0,15/09/2016,2,300
1645,TX,NE,1645TXNE,22/08/2016,14,  -   -,0,01/09/2016,2,399
1645,TX,RO,1645TXRO,22/08/2016,14,  -   -,0,01/09/2016,2,200
4006,PI,NE,4006PINE,22/08/2016,15,  -   -,0,03/09/2016,2,699
13681,GA,NE,13681GANE,26/08/2016,4,  -   -,0,12/09/2016,2,351
13681,GA,VI,13681GAVI,26/08/2016,4,  -   -,0,09/09/2016,2,12
11002,SM,NE,11002SMNE,29/08/2016,4,  -   -,0,12/09/2016,2,246
11002,SM,PA,11002SMPA,29/08/2016,4,  -   -,0,14/09/2016,2,174
14863,TX,CV,14863TXCV,29/08/2016,12,  -   -,0,09/09/2016,2,100
8214,ME,AL,8214MEAL,29/08/2016,12,  -   -,0,09/09/2016,2,300
8214,TX,MO,8214TXMO,29/08/2016,12,  -   -,0,09/09/2016,2,200
8214,TX,NE,8214TXNE,29/08/2016,12,  -   -,0,07/09/2016,2,350
12647,AN,NE,12647ANNE,30/08/2016,21,  -   -,0,09/09/2016,2,16
12647,CH,NE,12647CHNE,30/08/2016,21,  -   -,0,09/09/2016,2,16
12647,CH,PA,12647CHPA,30/08/2016,21,  -   -,0,08/09/2016,2,34
12647,GL,CH,12647GLCH,30/08/2016,21,  -   -,0,09/09/2016,2,16
12647,SK,PL,12647SKPL,30/08/2016,21,  -   -,0,07/09/2016,2,16
12647,VB,BL,12647VBBL,30/08/2016,21,  -   -,0,08/09/2016,2,16
12647,VB,NE,12647VBNE,30/08/2016,21,  -   -,0,08/09/2016,2,16
12647,VB,OF,12647VBOF,30/08/2016,21,  -   -,0,08/09/2016,2,16
12647,VB,TU,12647VBTU,30/08/2016,21,  -   -,0,07/09/2016,2,16
75015,CH,NE,75015CHNE,30/08/2016,21,  -   -,0,10/09/2016,2,94
75015,CH,PA,75015CHPA,30/08/2016,21,  -   -,0,09/09/2016,2,56
75015,CH,PO,75015CHPO,30/08/2016,21,  -   -,0,07/09/2016,2,21
75015,PI,AM,75015PIAM,30/08/2016,21,  -   -,0,09/09/2016,2,16
75015,SI,NE,75015SINE,30/08/2016,2,  -   -,0,06/09/2016,2,43
75015,SM,NE,75015SMNE,30/08/2016,21,  -   -,0,09/09/2016,2,16
75015,VB,BL,75015VBBL,30/08/2016,2,  -   -,0,05/09/2016,2,21
8044,TX,NE,8044TXNE,30/08/2016,16,  -   -,0,14/09/2016,2,400
8044,TX,YL,8044TXYL,30/08/2016,16,  -   -,0,14/09/2016,2,500
14501,CH,NE,14501CHNE,03/09/2016,1,  -   -,0,16/09/2016,2,32
14501,CH,PA,14501CHPA,03/09/2016,1,  -   -,0,16/09/2016,2,40
14863,TX,CV,14863TXCV,05/09/2016,12,  -   -,0,14/09/2016,2,2
1645,TX,NE,1645TXNE,05/09/2016,14,  -   -,0,15/09/2016,2,390
8214,TX,MO,8214TXMO,05/09/2016,12,  -   -,0,17/09/2016,2,80
8041,PI,CA,8041PICA,07/09/2016,16,  -   -,0,27/09/2016,2,183
8041,PI,NE,8041PINE,07/09/2016,16,  -   -,0,27/09/2016,2,82
8044,TX,YL,8044TXYL,07/09/2016,26,  -   -,0,15/09/2016,2,395
75015,CH,NE,75015CHNE,08/09/2016,2,  -   -,0,16/09/2016,2,53
75015,CH,PA,75015CHPA,08/09/2016,2,  -   -,0,16/09/2016,2,52
75015,CH,PO,75015CHPO,08/09/2016,2,  -   -,0,17/09/2016,2,20
75015,PI,DU,75015PIDU,08/09/2016,2,  -   -,0,17/09/2016,2,104
75015,SM,NE,75015SMNE,08/09/2016,2,  -   -,0,17/09/2016,2,32
75015,VB,BL,75015VBBL,08/09/2016,2,  -   -,0,16/09/2016,2,20
95041,CH,NE,95041CHNE,08/09/2016,1,  -   -,0,20/09/2016,2,402
95041,CH,PA,95041CHPA,08/09/2016,1,  -   -,0,16/09/2016,2,414
10529,AN,CG,10529ANCG,09/09/2016,6,  -   -,0,07/11/2016,2,132
10529,AN,NE,10529ANNE,09/09/2016,6,  -   -,0,04/11/2016,2,294
10529,AN,TU,10529ANTU,09/09/2016,6,  -   -,0,04/11/2016,2,24
11077,CQ,OS,11077CQOS,09/09/2016,5,  -   -,0,05/10/2016,2,346
11077,CQ,PL,11077CQPL,09/09/2016,5,  -   -,0,05/10/2016,2,105
60251,CH,NE,60251CHNE,09/09/2016,1,  -   -,0,26/09/2016,2,60
60251,CH,PA,60251CHPA,09/09/2016,1,  -   -,0,23/09/2016,2,60
60251,SM,NE,60251SMNE,09/09/2016,1,  -   -,0,23/09/2016,2,60
60251,VX,MK,60251VXMK,09/09/2016,1,  -   -,0,23/09/2016,2,60
60251,VX,NE,60251VXNE,09/09/2016,1,  -   -,0,23/09/2016,2,60
13681,GA,NE,13681GANE,12/09/2016,4,  -   -,0,17/09/2016,2,120
14863,TX,CV,14863TXCV,12/09/2016,12,  -   -,0,21/09/2016,2,676
4006,PI,NE,4006PINE,12/09/2016,15,  -   -,0,22/09/2016,2,600
8044,TX,YL,8044TXYL,12/09/2016,16,  -   -,0,22/09/2016,2,900
8214,TX,MO,8214TXMO,12/09/2016,12,  -   -,0,21/09/2016,2,200
8062,CA,BE,8062CABE,13/09/2016,16,  -   -,0,23/09/2016,2,574
8062,CA,NE,8062CANE,13/09/2016,16,  -   -,0,23/09/2016,2,281
12647,AM,NE,12647AMNE,14/09/2016,2,  -   -,0,27/09/2016,2,58
12647,AM,PA,12647AMPA,14/09/2016,2,  -   -,0,27/09/2016,2,48
12647,CH,ES,12647CHES,14/09/2016,2,  -   -,0,24/09/2016,2,36
12647,CH,NE,12647CHNE,14/09/2016,2,  -   -,0,24/09/2016,2,124
12647,CH,PA,12647CHPA,14/09/2016,2,  -   -,0,24/09/2016,2,99
12647,CH,PO,12647CHPO,14/09/2016,2,  -   -,0,27/09/2016,2,18
12647,NA,AM,12647NAAM,14/09/2016,2,  -   -,0,27/09/2016,2,48
12647,SK,PE,12647SKPE,14/09/2016,2,  -   -,0,27/09/2016,2,24
12647,SK,PL,12647SKPL,14/09/2016,2,  -   -,0,24/09/2016,2,36
12647,TX,AM,12647TXAM,14/09/2016,2,  -   -,0,24/09/2016,2,12
12647,VB,BL,12647VBBL,14/09/2016,2,  -   -,0,24/09/2016,2,72
12647,VB,CZ,12647VBCZ,14/09/2016,2,  -   -,0,24/09/2016,2,26
12647,VB,M_,12647VBM_,14/09/2016,2,  -   -,0,27/09/2016,2,23
12647,VB,NE,12647VBNE,14/09/2016,2,  -   -,0,24/09/2016,2,14
12647,VB,PL,12647VBPL,14/09/2016,2,  -   -,0,28/09/2016,2,12
12647,VB,SG,12647VBSG,14/09/2016,2,  -   -,0,24/09/2016,2,26
12647,VB,TU,12647VBTU,14/09/2016,2,  -   -,0,24/09/2016,2,109
12647,VX,MK,12647VXMK,14/09/2016,2,  -   -,0,27/09/2016,2,48
12647,VX,NE,12647VXNE,14/09/2016,2,  -   -,0,27/09/2016,2,56
14863,TX,CV,14863TXCV,14/09/2016,12,  -   -,0,28/09/2016,2,194
13681,GA,CC,13681GACC,16/09/2016,4,  -   -,0,29/09/2016,2,15
13681,GA,NE,13681GANE,16/09/2016,4,  -   -,0,29/09/2016,2,60
8044,TX,YL,8044TXYL,19/09/2016,16,  -   -,0,29/09/2016,2,900
8053,SI,NE,8053SINE,19/09/2016,15,  -   -,0,28/09/2016,2,674
8053,SI,CA,8053SICA,20/09/2016,15,  -   -,0,29/09/2016,2,732
8062,CA,BE,8062CABE,20/09/2016,16,  -   -,0,29/09/2016,2,200
8043,NU,C1,8043NUC1,21/09/2016,14,  -   -,0,28/09/2016,2,20
90116,SM,NE,90116SMNE,21/09/2016,24,  -   -,0,07/10/2016,2,176
90117,CB,NE,90117CBNE,21/09/2016,24,  -   -,0,06/10/2016,2,116
13681,GA,NE,13681GANE,22/09/2016,4,  -   -,0,26/09/2016,2,35
13681,GA,VI,13681GAVI,22/09/2016,4,  -   -,0,27/09/2016,2,24
60251,CH,G3,60251CHG3,22/09/2016,1,  -   -,0,30/09/2016,2,12
60251,CH,NE,60251CHNE,22/09/2016,1,  -   -,0,30/09/2016,2,101
60251,CH,PA,60251CHPA,22/09/2016,1,  -   -,0,29/09/2016,2,101
60251,CH,RO,60251CHRO,22/09/2016,1,  -   -,0,29/09/2016,2,32
60251,VX,NE,60251VXNE,22/09/2016,1,  -   -,0,29/09/2016,2,20
14111,CH,NE,14111CHNE,23/09/2016,1,  -   -,0,30/09/2016,2,12
14863,TX,CV,14863TXCV,23/09/2016,12,  -   -,0,07/10/2016,2,200
8044,TX,YL,8044TXYL,26/09/2016,16,  -   -,0,06/10/2016,2,900
8053,SI,NE,8053SINE,26/09/2016,15,  -   -,0,03/10/2016,2,699
8053,SI,CA,8053SICA,27/09/2016,15,  -   -,0,03/10/2016,2,300
8053,SI,NE,8053SINE,27/09/2016,15,  -   -,0,04/10/2016,2,300
8062,CA,BE,8062CABE,27/09/2016,16,  -   -,0,06/10/2016,2,196
8053,SI,CA,8053SICA,28/09/2016,15,  -   -,0,06/10/2016,2,600
13681,CM,NE,13681CMNE,29/09/2016,4,  -   -,0,14/10/2016,2,100
13681,CM,VI,13681CMVI,29/09/2016,4,  -   -,0,14/10/2016,2,100
14863,TX,CV,14863TXCV,29/09/2016,12,  -   -,0,14/10/2016,2,400
90116,SM,NE,90116SMNE,29/09/2016,4,  -   -,0,06/10/2016,2,42
8044,TX,YL,8044TXYL,03/10/2016,16,  -   -,0,13/10/2016,2,900
8053,SI,NE,8053SINE,03/10/2016,15,  -   -,0,13/10/2016,2,599
8053,SI,CA,8053SICA,04/10/2016,15,  -   -,0,10/10/2016,2,200
8053,SI,NE,8053SINE,04/10/2016,15,  -   -,0,10/10/2016,2,400
8062,CA,BE,8062CABE,04/10/2016,16,  -   -,0,14/10/2016,2,197
8062,CA,NE,8062CANE,04/10/2016,16,  -   -,0,14/10/2016,2,200
14863,TX,CV,14863TXCV,05/10/2016,12,  -   -,0,18/10/2016,2,198
8053,SI,CA,8053SICA,05/10/2016,15,  -   -,0,13/10/2016,2,700
13681,CM,AL,13681CMAL,06/10/2016,4,  -   -,0,27/10/2016,2,25
13681,GA,NE,13681GANE,06/10/2016,4,  -   -,0,26/10/2016,2,55
65033,CH,NE,65033CHNE,07/10/2016,4,  -   -,0,05/11/2016,2,10
